iz,iK,iS,z,K,S,V,HR,IK,Sprime,constrained
   2,  22,  42,  3.324734E-01,  2.890912E-01,  1.537485E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.306862E+00,1
   2,  22,  43,  3.324734E-01,  2.890912E-01,  1.671474E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.420753E+00,1
   2,  22,  44,  3.324734E-01,  2.890912E-01,  1.817140E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.544569E+00,1
   2,  22,  45,  3.324734E-01,  2.890912E-01,  1.975501E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.679176E+00,1
   2,  22,  46,  3.324734E-01,  2.890912E-01,  2.147663E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.825513E+00,1
   2,  22,  47,  3.324734E-01,  2.890912E-01,  2.334828E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.984604E+00,1
   2,  22,  48,  3.324734E-01,  2.890912E-01,  2.538304E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  2.157558E+00,1
   2,  22,  49,  3.324734E-01,  2.890912E-01,  2.759513E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  2.345586E+00,1
   2,  22,  50,  3.324734E-01,  2.890912E-01,  3.000000E+00,           NaN,  8.259481E-05,  1.086207E-01,  2.550254E+00,0
   2,  23,   1,  3.324734E-01,  3.142850E-01,  5.000000E-02,           NaN,  2.326918E-05,  5.172414E-03,  4.258115E-02,0
   2,  23,   2,  3.324734E-01,  3.142850E-01,  5.435742E-02,           NaN,  2.326918E-05,  5.172414E-03,  4.628495E-02,0
   2,  23,   3,  3.324734E-01,  3.142850E-01,  5.909457E-02,           NaN,  2.326918E-05,  5.172414E-03,  5.031154E-02,0
   2,  23,   4,  3.324734E-01,  3.142850E-01,  6.424457E-02,           NaN,  2.326918E-05,  5.172414E-03,  5.468903E-02,0
   2,  23,   5,  3.324734E-01,  3.142850E-01,  6.984337E-02,           NaN,  2.326918E-05,  5.172414E-03,  5.944802E-02,0
   2,  23,   6,  3.324734E-01,  3.142850E-01,  7.593011E-02,           NaN,  2.326918E-05, -1.500000E-01,  6.462174E-02,0
   2,  23,   7,  3.324734E-01,  3.142850E-01,  8.254729E-02,           NaN,  2.326918E-05, -1.500000E-01,  7.024634E-02,0
   2,  23,   8,  3.324734E-01,  3.142850E-01,  8.974115E-02,           NaN,  2.326918E-05, -1.500000E-01,  7.636112E-02,0
   2,  23,   9,  3.324734E-01,  3.142850E-01,  9.756194E-02,           NaN,  0.000000E+00, -1.500000E-01,  8.292765E-02,0
   2,  23,  10,  3.324734E-01,  3.142850E-01,  1.060643E-01,           NaN,  0.000000E+00, -1.500000E-01,  9.015465E-02,0
   2,  23,  11,  3.324734E-01,  3.142850E-01,  1.153076E-01,           NaN,  2.326918E-05, -1.500000E-01,  9.809263E-02,0
   2,  23,  12,  3.324734E-01,  3.142850E-01,  1.253565E-01,           NaN,  8.259481E-05, -1.500000E-01,  1.068068E-01,0
   2,  23,  13,  3.324734E-01,  3.142850E-01,  1.362811E-01,           NaN,  0.000000E+00, -1.500000E-01,  1.158389E-01,0
   2,  23,  14,  3.324734E-01,  3.142850E-01,  1.481578E-01,           NaN,  0.000000E+00, -1.500000E-01,  1.259341E-01,0
   2,  23,  15,  3.324734E-01,  3.142850E-01,  1.610695E-01,           NaN,  2.326918E-05,  5.172414E-03,  1.369902E-01,0
   2,  23,  16,  3.324734E-01,  3.142850E-01,  1.751064E-01,           NaN,  8.259481E-05, -1.500000E-01,  1.490942E-01,0
   2,  23,  17,  3.324734E-01,  3.142850E-01,  1.903666E-01,           NaN,  2.326918E-05, -1.500000E-01,  1.618928E-01,0
   2,  23,  18,  3.324734E-01,  3.142850E-01,  2.069568E-01,           NaN,  0.000000E+00, -1.500000E-01,  1.759132E-01,0
   2,  23,  19,  3.324734E-01,  3.142850E-01,  2.249927E-01,           NaN,  0.000000E+00,  5.172414E-03,  1.912438E-01,0
   2,  23,  20,  3.324734E-01,  3.142850E-01,  2.446004E-01,           NaN,  2.326918E-05,  5.172414E-03,  2.079915E-01,0
   2,  23,  21,  3.324734E-01,  3.142850E-01,  2.659170E-01,           NaN,  0.000000E+00,  5.172414E-03,  2.260294E-01,0
   2,  23,  22,  3.324734E-01,  3.142850E-01,  2.890912E-01,           NaN,  0.000000E+00,  5.172414E-03,  2.457275E-01,0
   2,  23,  23,  3.324734E-01,  3.142850E-01,  3.142850E-01,           NaN,  2.326918E-05,  5.172414E-03,  2.672234E-01,0
   2,  23,  24,  3.324734E-01,  3.142850E-01,  3.416744E-01,           NaN,  2.326918E-05,  5.172414E-03,  2.905044E-01,0
   2,  23,  25,  3.324734E-01,  3.142850E-01,  3.714507E-01,           NaN,  0.000000E+00,  5.172414E-03,  3.157331E-01,0
   2,  23,  26,  3.324734E-01,  3.142850E-01,  4.038221E-01,           NaN,  2.326918E-05, -4.655172E-02,  3.433299E-01,0
   2,  23,  27,  3.324734E-01,  3.142850E-01,  4.390145E-01,           NaN,  0.000000E+00, -4.655172E-02,  3.731623E-01,0
   2,  23,  28,  3.324734E-01,  3.142850E-01,  4.772738E-01,           NaN,  2.326918E-05, -1.500000E-01,  4.057639E-01,0
   2,  23,  29,  3.324734E-01,  3.142850E-01,  5.188675E-01,           NaN,  2.326918E-05, -9.827586E-02,  4.411185E-01,0
   2,  23,  30,  3.324734E-01,  3.142850E-01,  5.640859E-01,           NaN,  2.326918E-05, -9.827586E-02,  4.795542E-01,0
   2,  23,  31,  3.324734E-01,  3.142850E-01,  6.132450E-01,           NaN,  0.000000E+00, -9.827586E-02,  5.212583E-01,0
   2,  23,  32,  3.324734E-01,  3.142850E-01,  6.666883E-01,           NaN,  0.000000E+00, -9.827586E-02,  5.666851E-01,0
   2,  23,  33,  3.324734E-01,  3.142850E-01,  7.247891E-01,           NaN,  0.000000E+00, -9.827586E-02,  6.160707E-01,0
   2,  23,  34,  3.324734E-01,  3.142850E-01,  7.879532E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,  6.697602E-01,1
   2,  23,  35,  3.324734E-01,  3.142850E-01,  8.566220E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,  7.281287E-01,1
   2,  23,  36,  3.324734E-01,  3.142850E-01,  9.312752E-01,           NaN,  2.326918E-05, -4.655172E-02,  7.916651E-01,0
   2,  23,  37,  3.324734E-01,  3.142850E-01,  1.012434E+00,           NaN,  0.000000E+00, -4.655172E-02,  8.605691E-01,0
   2,  23,  38,  3.324734E-01,  3.142850E-01,  1.100666E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  9.355663E-01,1
   2,  23,  39,  3.324734E-01,  3.142850E-01,  1.196587E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.017099E+00,1
   2,  23,  40,  3.324734E-01,  3.142850E-01,  1.300868E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.105738E+00,1
   2,  23,  41,  3.324734E-01,  3.142850E-01,  1.414237E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.202101E+00,1
   2,  23,  42,  3.324734E-01,  3.142850E-01,  1.537485E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.306862E+00,1
   2,  23,  43,  3.324734E-01,  3.142850E-01,  1.671474E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.420753E+00,1
   2,  23,  44,  3.324734E-01,  3.142850E-01,  1.817140E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.544569E+00,1
   2,  23,  45,  3.324734E-01,  3.142850E-01,  1.975501E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.679176E+00,1
   2,  23,  46,  3.324734E-01,  3.142850E-01,  2.147663E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.825513E+00,1
   2,  23,  47,  3.324734E-01,  3.142850E-01,  2.334828E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.984604E+00,1
   2,  23,  48,  3.324734E-01,  3.142850E-01,  2.538304E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  2.157558E+00,1
   2,  23,  49,  3.324734E-01,  3.142850E-01,  2.759513E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  2.345586E+00,1
   2,  23,  50,  3.324734E-01,  3.142850E-01,  3.000000E+00,           NaN,  8.259481E-05,  5.172414E-03,  2.550254E+00,0
   2,  24,   1,  3.324734E-01,  3.416744E-01,  5.000000E-02,           NaN,  0.000000E+00, -1.500000E-01,  4.250000E-02,0
   2,  24,   2,  3.324734E-01,  3.416744E-01,  5.435742E-02,           NaN,  0.000000E+00, -1.500000E-01,  4.620380E-02,0
   2,  24,   3,  3.324734E-01,  3.416744E-01,  5.909457E-02,           NaN,  0.000000E+00, -1.500000E-01,  5.023039E-02,0
   2,  24,   4,  3.324734E-01,  3.416744E-01,  6.424457E-02,           NaN,  0.000000E+00, -1.500000E-01,  5.460788E-02,0
   2,  24,   5,  3.324734E-01,  3.416744E-01,  6.984337E-02,           NaN,  0.000000E+00, -1.500000E-01,  5.936687E-02,0
   2,  24,   6,  3.324734E-01,  3.416744E-01,  7.593011E-02,           NaN,  0.000000E+00, -1.500000E-01,  6.454059E-02,0
   2,  24,   7,  3.324734E-01,  3.416744E-01,  8.254729E-02,           NaN,  2.326918E-05,  5.172414E-03,  7.024634E-02,0
   2,  24,   8,  3.324734E-01,  3.416744E-01,  8.974115E-02,           NaN,  8.259481E-05,  5.172414E-03,  7.653374E-02,0
   2,  24,   9,  3.324734E-01,  3.416744E-01,  9.756194E-02,           NaN,  0.000000E+00,  5.172414E-03,  8.292765E-02,0
   2,  24,  10,  3.324734E-01,  3.416744E-01,  1.060643E-01,           NaN,  0.000000E+00,  5.172414E-03,  9.015465E-02,0
   2,  24,  11,  3.324734E-01,  3.416744E-01,  1.153076E-01,           NaN,  2.326918E-05, -9.827586E-02,  9.809263E-02,0
   2,  24,  12,  3.324734E-01,  3.416744E-01,  1.253565E-01,           NaN,  8.259481E-05, -9.827586E-02,  1.068068E-01,0
   2,  24,  13,  3.324734E-01,  3.416744E-01,  1.362811E-01,           NaN,  2.326918E-05, -9.827586E-02,  1.159201E-01,0
   2,  24,  14,  3.324734E-01,  3.416744E-01,  1.481578E-01,           NaN,  0.000000E+00, -9.827586E-02,  1.259341E-01,0
   2,  24,  15,  3.324734E-01,  3.416744E-01,  1.610695E-01,           NaN,  2.326918E-05, -9.827586E-02,  1.369902E-01,0
   2,  24,  16,  3.324734E-01,  3.416744E-01,  1.751064E-01,           NaN,  8.259481E-05, -9.827586E-02,  1.490942E-01,0
   2,  24,  17,  3.324734E-01,  3.416744E-01,  1.903666E-01,           NaN,  0.000000E+00, -9.827586E-02,  1.618116E-01,0
   2,  24,  18,  3.324734E-01,  3.416744E-01,  2.069568E-01,           NaN,  0.000000E+00,  5.172414E-03,  1.759132E-01,0
   2,  24,  19,  3.324734E-01,  3.416744E-01,  2.249927E-01,           NaN,  2.326918E-05, -1.500000E-01,  1.913249E-01,0
   2,  24,  20,  3.324734E-01,  3.416744E-01,  2.446004E-01,           NaN,  2.326918E-05, -1.500000E-01,  2.079915E-01,0
   2,  24,  21,  3.324734E-01,  3.416744E-01,  2.659170E-01,           NaN,  0.000000E+00, -1.500000E-01,  2.260294E-01,0
   2,  24,  22,  3.324734E-01,  3.416744E-01,  2.890912E-01,           NaN,  0.000000E+00, -9.827586E-02,  2.457275E-01,0
   2,  24,  23,  3.324734E-01,  3.416744E-01,  3.142850E-01,           NaN,  2.326918E-05, -1.500000E-01,  2.672234E-01,0
   2,  24,  24,  3.324734E-01,  3.416744E-01,  3.416744E-01,           NaN,  2.326918E-05, -1.500000E-01,  2.905044E-01,0
   2,  24,  25,  3.324734E-01,  3.416744E-01,  3.714507E-01,           NaN,  0.000000E+00, -1.500000E-01,  3.157331E-01,0
   2,  24,  26,  3.324734E-01,  3.416744E-01,  4.038221E-01,           NaN,  2.326918E-05, -4.655172E-02,  3.433299E-01,0
   2,  24,  27,  3.324734E-01,  3.416744E-01,  4.390145E-01,           NaN,  0.000000E+00, -4.655172E-02,  3.731623E-01,0
   2,  24,  28,  3.324734E-01,  3.416744E-01,  4.772738E-01,           NaN,  0.000000E+00,  5.172414E-03,  4.056828E-01,0
   2,  24,  29,  3.324734E-01,  3.416744E-01,  5.188675E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,  4.410373E-01,1
   2,  24,  30,  3.324734E-01,  3.416744E-01,  5.640859E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,  4.794730E-01,1
   2,  24,  31,  3.324734E-01,  3.416744E-01,  6.132450E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,  5.212583E-01,1
   2,  24,  32,  3.324734E-01,  3.416744E-01,  6.666883E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,  5.666851E-01,1
   2,  24,  33,  3.324734E-01,  3.416744E-01,  7.247891E-01,           NaN,  0.000000E+00, -4.655172E-02,  6.160707E-01,0
   2,  24,  34,  3.324734E-01,  3.416744E-01,  7.879532E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,  6.697602E-01,1
   2,  24,  35,  3.324734E-01,  3.416744E-01,  8.566220E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,  7.281287E-01,1
   2,  24,  36,  3.324734E-01,  3.416744E-01,  9.312752E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,  7.915839E-01,1
   2,  24,  37,  3.324734E-01,  3.416744E-01,  1.012434E+00,           NaN,  0.000000E+00, -4.655172E-02,  8.605691E-01,0
   2,  24,  38,  3.324734E-01,  3.416744E-01,  1.100666E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  9.355663E-01,1
   2,  24,  39,  3.324734E-01,  3.416744E-01,  1.196587E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.017099E+00,1
   2,  24,  40,  3.324734E-01,  3.416744E-01,  1.300868E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.105738E+00,1
   2,  24,  41,  3.324734E-01,  3.416744E-01,  1.414237E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.202101E+00,1
   2,  24,  42,  3.324734E-01,  3.416744E-01,  1.537485E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.306862E+00,1
   2,  24,  43,  3.324734E-01,  3.416744E-01,  1.671474E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.420753E+00,1
   2,  24,  44,  3.324734E-01,  3.416744E-01,  1.817140E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.544569E+00,1
   2,  24,  45,  3.324734E-01,  3.416744E-01,  1.975501E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.679176E+00,1
   2,  24,  46,  3.324734E-01,  3.416744E-01,  2.147663E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.825513E+00,1
   2,  24,  47,  3.324734E-01,  3.416744E-01,  2.334828E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.984604E+00,1
   2,  24,  48,  3.324734E-01,  3.416744E-01,  2.538304E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  2.157558E+00,1
   2,  24,  49,  3.324734E-01,  3.416744E-01,  2.759513E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  2.345586E+00,1
   2,  24,  50,  3.324734E-01,  3.416744E-01,  3.000000E+00,           NaN,  8.259481E-05,  5.689655E-02,  2.550254E+00,0
   2,  25,   1,  3.324734E-01,  3.714507E-01,  5.000000E-02,           NaN,  2.326918E-05,  5.172414E-03,  4.258115E-02,0
   2,  25,   2,  3.324734E-01,  3.714507E-01,  5.435742E-02,           NaN,  2.326918E-05,  5.172414E-03,  4.628495E-02,0
   2,  25,   3,  3.324734E-01,  3.714507E-01,  5.909457E-02,           NaN,  2.326918E-05,  5.172414E-03,  5.031154E-02,0
   2,  25,   4,  3.324734E-01,  3.714507E-01,  6.424457E-02,           NaN,  2.326918E-05,  5.172414E-03,  5.468903E-02,0
   2,  25,   5,  3.324734E-01,  3.714507E-01,  6.984337E-02,           NaN,  2.326918E-05,  5.172414E-03,  5.944802E-02,0
   2,  25,   6,  3.324734E-01,  3.714507E-01,  7.593011E-02,           NaN,  2.326918E-05,  5.172414E-03,  6.462174E-02,0
   2,  25,   7,  3.324734E-01,  3.714507E-01,  8.254729E-02,           NaN,  2.326918E-05,  5.172414E-03,  7.024634E-02,0
   2,  25,   8,  3.324734E-01,  3.714507E-01,  8.974115E-02,           NaN,  2.326918E-05, -1.500000E-01,  7.636112E-02,0
   2,  25,   9,  3.324734E-01,  3.714507E-01,  9.756194E-02,           NaN,  0.000000E+00, -1.500000E-01,  8.292765E-02,0
   2,  25,  10,  3.324734E-01,  3.714507E-01,  1.060643E-01,           NaN,  0.000000E+00, -1.500000E-01,  9.015465E-02,0
   2,  25,  11,  3.324734E-01,  3.714507E-01,  1.153076E-01,           NaN,  2.326918E-05,  5.172414E-03,  9.809263E-02,0
   2,  25,  12,  3.324734E-01,  3.714507E-01,  1.253565E-01,           NaN,  2.326918E-05,  5.172414E-03,  1.066342E-01,0
   2,  25,  13,  3.324734E-01,  3.714507E-01,  1.362811E-01,           NaN,  0.000000E+00,  5.172414E-03,  1.158389E-01,0
   2,  25,  14,  3.324734E-01,  3.714507E-01,  1.481578E-01,           NaN,  2.326918E-05,  5.172414E-03,  1.260152E-01,0
   2,  25,  15,  3.324734E-01,  3.714507E-01,  1.610695E-01,           NaN,  2.326918E-05,  5.172414E-03,  1.369902E-01,0
   2,  25,  16,  3.324734E-01,  3.714507E-01,  1.751064E-01,           NaN,  2.326918E-05,  5.172414E-03,  1.489216E-01,0
   2,  25,  17,  3.324734E-01,  3.714507E-01,  1.903666E-01,           NaN,  2.326918E-05,  5.172414E-03,  1.618928E-01,0
   2,  25,  18,  3.324734E-01,  3.714507E-01,  2.069568E-01,           NaN,  0.000000E+00,  5.172414E-03,  1.759132E-01,0
   2,  25,  19,  3.324734E-01,  3.714507E-01,  2.249927E-01,           NaN,  2.326918E-05,  5.172414E-03,  1.913249E-01,0
   2,  25,  20,  3.324734E-01,  3.714507E-01,  2.446004E-01,           NaN,  2.326918E-05,  5.172414E-03,  2.079915E-01,0
   2,  25,  21,  3.324734E-01,  3.714507E-01,  2.659170E-01,           NaN,  0.000000E+00,  5.172414E-03,  2.260294E-01,0
   2,  25,  22,  3.324734E-01,  3.714507E-01,  2.890912E-01,           NaN,  0.000000E+00,  5.172414E-03,  2.457275E-01,0
   2,  25,  23,  3.324734E-01,  3.714507E-01,  3.142850E-01,           NaN,  2.326918E-05, -4.655172E-02,  2.672234E-01,0
   2,  25,  24,  3.324734E-01,  3.714507E-01,  3.416744E-01,           NaN,  2.326918E-05,  5.172414E-03,  2.905044E-01,0
   2,  25,  25,  3.324734E-01,  3.714507E-01,  3.714507E-01,           NaN,  0.000000E+00,  5.172414E-03,  3.157331E-01,0
   2,  25,  26,  3.324734E-01,  3.714507E-01,  4.038221E-01,           NaN,  2.326918E-05, -9.827586E-02,  3.433299E-01,0
   2,  25,  27,  3.324734E-01,  3.714507E-01,  4.390145E-01,           NaN,  0.000000E+00, -9.827586E-02,  3.731623E-01,0
   2,  25,  28,  3.324734E-01,  3.714507E-01,  4.772738E-01,           NaN,  2.326918E-05, -9.827586E-02,  4.057639E-01,0
   2,  25,  29,  3.324734E-01,  3.714507E-01,  5.188675E-01,           NaN,  2.326918E-05, -1.500000E-01,  4.411185E-01,0
   2,  25,  30,  3.324734E-01,  3.714507E-01,  5.640859E-01,           NaN,  2.326918E-05, -1.500000E-01,  4.795542E-01,0
   2,  25,  31,  3.324734E-01,  3.714507E-01,  6.132450E-01,           NaN,  0.000000E+00, -1.500000E-01,  5.212583E-01,0
   2,  25,  32,  3.324734E-01,  3.714507E-01,  6.666883E-01,           NaN,  0.000000E+00, -1.500000E-01,  5.666851E-01,0
   2,  25,  33,  3.324734E-01,  3.714507E-01,  7.247891E-01,           NaN,  0.000000E+00, -1.500000E-01,  6.160707E-01,0
   2,  25,  34,  3.324734E-01,  3.714507E-01,  7.879532E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,  6.697602E-01,1
   2,  25,  35,  3.324734E-01,  3.714507E-01,  8.566220E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,  7.281287E-01,1
   2,  25,  36,  3.324734E-01,  3.714507E-01,  9.312752E-01,           NaN,  2.326918E-05, -9.827586E-02,  7.916651E-01,0
   2,  25,  37,  3.324734E-01,  3.714507E-01,  1.012434E+00,           NaN,  0.000000E+00,  5.172414E-03,  8.605691E-01,0
   2,  25,  38,  3.324734E-01,  3.714507E-01,  1.100666E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  9.355663E-01,1
   2,  25,  39,  3.324734E-01,  3.714507E-01,  1.196587E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.017099E+00,1
   2,  25,  40,  3.324734E-01,  3.714507E-01,  1.300868E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.105738E+00,1
   2,  25,  41,  3.324734E-01,  3.714507E-01,  1.414237E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.202101E+00,1
   2,  25,  42,  3.324734E-01,  3.714507E-01,  1.537485E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.306862E+00,1
   2,  25,  43,  3.324734E-01,  3.714507E-01,  1.671474E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.420753E+00,1
   2,  25,  44,  3.324734E-01,  3.714507E-01,  1.817140E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.544569E+00,1
   2,  25,  45,  3.324734E-01,  3.714507E-01,  1.975501E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.679176E+00,1
   2,  25,  46,  3.324734E-01,  3.714507E-01,  2.147663E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.825513E+00,1
   2,  25,  47,  3.324734E-01,  3.714507E-01,  2.334828E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.984604E+00,1
   2,  25,  48,  3.324734E-01,  3.714507E-01,  2.538304E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  2.157558E+00,1
   2,  25,  49,  3.324734E-01,  3.714507E-01,  2.759513E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  2.345586E+00,1
   2,  25,  50,  3.324734E-01,  3.714507E-01,  3.000000E+00,           NaN,  8.259481E-05, -4.655172E-02,  2.550254E+00,0
   2,  26,   1,  3.324734E-01,  4.038221E-01,  5.000000E-02,           NaN,  2.326918E-05, -9.827586E-02,  4.258115E-02,0
   2,  26,   2,  3.324734E-01,  4.038221E-01,  5.435742E-02,           NaN,  2.326918E-05, -9.827586E-02,  4.628495E-02,0
   2,  26,   3,  3.324734E-01,  4.038221E-01,  5.909457E-02,           NaN,  2.326918E-05, -9.827586E-02,  5.031154E-02,0
   2,  26,   4,  3.324734E-01,  4.038221E-01,  6.424457E-02,           NaN,  2.326918E-05, -9.827586E-02,  5.468903E-02,0
   2,  26,   5,  3.324734E-01,  4.038221E-01,  6.984337E-02,           NaN,  2.326918E-05, -9.827586E-02,  5.944802E-02,0
   2,  26,   6,  3.324734E-01,  4.038221E-01,  7.593011E-02,           NaN,  2.326918E-05, -9.827586E-02,  6.462174E-02,0
   2,  26,   7,  3.324734E-01,  4.038221E-01,  8.254729E-02,           NaN,  2.326918E-05, -4.655172E-02,  7.024634E-02,0
   2,  26,   8,  3.324734E-01,  4.038221E-01,  8.974115E-02,           NaN,  8.259481E-05, -4.655172E-02,  7.653374E-02,0
   2,  26,   9,  3.324734E-01,  4.038221E-01,  9.756194E-02,           NaN,  0.000000E+00, -4.655172E-02,  8.292765E-02,0
   2,  26,  10,  3.324734E-01,  4.038221E-01,  1.060643E-01,           NaN,  0.000000E+00, -4.655172E-02,  9.015465E-02,0
   2,  26,  11,  3.324734E-01,  4.038221E-01,  1.153076E-01,           NaN,  2.326918E-05, -9.827586E-02,  9.809263E-02,0
   2,  26,  12,  3.324734E-01,  4.038221E-01,  1.253565E-01,           NaN,  8.259481E-05, -9.827586E-02,  1.068068E-01,0
   2,  26,  13,  3.324734E-01,  4.038221E-01,  1.362811E-01,           NaN,  2.326918E-05, -9.827586E-02,  1.159201E-01,0
   2,  26,  14,  3.324734E-01,  4.038221E-01,  1.481578E-01,           NaN,  0.000000E+00, -9.827586E-02,  1.259341E-01,0
   2,  26,  15,  3.324734E-01,  4.038221E-01,  1.610695E-01,           NaN,  2.326918E-05, -9.827586E-02,  1.369902E-01,0
   2,  26,  16,  3.324734E-01,  4.038221E-01,  1.751064E-01,           NaN,  8.259481E-05, -9.827586E-02,  1.490942E-01,0
   2,  26,  17,  3.324734E-01,  4.038221E-01,  1.903666E-01,           NaN,  0.000000E+00, -9.827586E-02,  1.618116E-01,0
   2,  26,  18,  3.324734E-01,  4.038221E-01,  2.069568E-01,           NaN,  0.000000E+00, -4.655172E-02,  1.759132E-01,0
   2,  26,  19,  3.324734E-01,  4.038221E-01,  2.249927E-01,           NaN,  2.326918E-05, -9.827586E-02,  1.913249E-01,0
   2,  26,  20,  3.324734E-01,  4.038221E-01,  2.446004E-01,           NaN,  2.326918E-05, -9.827586E-02,  2.079915E-01,0
   2,  26,  21,  3.324734E-01,  4.038221E-01,  2.659170E-01,           NaN,  0.000000E+00, -9.827586E-02,  2.260294E-01,0
   2,  26,  22,  3.324734E-01,  4.038221E-01,  2.890912E-01,           NaN,  0.000000E+00, -9.827586E-02,  2.457275E-01,0
   2,  26,  23,  3.324734E-01,  4.038221E-01,  3.142850E-01,           NaN,  2.326918E-05, -9.827586E-02,  2.672234E-01,0
   2,  26,  24,  3.324734E-01,  4.038221E-01,  3.416744E-01,           NaN,  2.326918E-05, -9.827586E-02,  2.905044E-01,0
   2,  26,  25,  3.324734E-01,  4.038221E-01,  3.714507E-01,           NaN,  0.000000E+00, -9.827586E-02,  3.157331E-01,0
   2,  26,  26,  3.324734E-01,  4.038221E-01,  4.038221E-01,           NaN,  2.326918E-05,  5.172414E-03,  3.433299E-01,0
   2,  26,  27,  3.324734E-01,  4.038221E-01,  4.390145E-01,           NaN,  0.000000E+00,  5.172414E-03,  3.731623E-01,0
   2,  26,  28,  3.324734E-01,  4.038221E-01,  4.772738E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,  4.056828E-01,1
   2,  26,  29,  3.324734E-01,  4.038221E-01,  5.188675E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,  4.410373E-01,1
   2,  26,  30,  3.324734E-01,  4.038221E-01,  5.640859E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,  4.794730E-01,1
   2,  26,  31,  3.324734E-01,  4.038221E-01,  6.132450E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,  5.212583E-01,1
   2,  26,  32,  3.324734E-01,  4.038221E-01,  6.666883E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,  5.666851E-01,1
   2,  26,  33,  3.324734E-01,  4.038221E-01,  7.247891E-01,           NaN,  0.000000E+00,  5.172414E-03,  6.160707E-01,0
   2,  26,  34,  3.324734E-01,  4.038221E-01,  7.879532E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,  6.697602E-01,1
   2,  26,  35,  3.324734E-01,  4.038221E-01,  8.566220E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,  7.281287E-01,1
   2,  26,  36,  3.324734E-01,  4.038221E-01,  9.312752E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,  7.915839E-01,1
